latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
9.033392,7.4740486,463.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),wind_speed_10m_max (km/h)
2002-07-10,55,28.0,22.8,3.90,11.2
2002-07-11,61,28.7,21.9,7.20,5.1
2002-07-12,55,29.7,22.3,2.60,10.0
2002-07-13,51,29.3,22.4,0.50,10.2
2002-07-14,63,29.0,22.6,10.70,10.9
2002-07-15,61,28.2,22.1,5.40,7.8
2002-07-16,63,28.3,21.7,20.40,7.8
2002-07-17,63,26.0,21.6,38.50,10.2
2002-07-18,53,28.4,21.6,4.90,8.7
2002-07-19,55,28.6,21.9,4.90,7.9
2002-07-20,63,26.2,21.8,17.50,9.4
2002-07-21,63,27.5,21.4,18.40,8.9
2002-07-22,55,27.5,21.6,4.30,11.0
2002-07-23,51,26.8,21.5,1.80,11.8
2002-07-24,51,27.9,21.9,0.90,12.1
2002-07-25,63,23.8,21.3,21.00,8.0
2002-07-26,63,27.4,20.8,8.50,10.1
2002-07-27,63,26.2,20.8,20.40,8.6
2002-07-28,63,26.6,20.2,10.70,8.8
2002-07-29,61,28.1,21.3,4.40,8.7
2002-07-30,63,28.0,21.8,16.70,7.9
2002-07-31,61,24.4,21.0,14.00,12.2
2002-08-01,61,25.0,20.9,10.30,13.0
2002-08-02,51,27.2,20.1,0.50,10.5
2002-08-03,63,28.5,21.6,16.90,7.1
2002-08-04,63,26.0,21.3,21.20,7.9
2002-08-05,63,22.9,20.9,32.40,12.9
2002-08-06,63,25.1,20.6,9.70,9.8
2002-08-07,51,27.3,20.2,0.50,7.3
2002-08-08,55,28.8,20.7,2.80,8.6
2002-08-09,61,26.1,21.5,6.60,8.9
2002-08-10,53,27.2,21.6,3.50,8.4
2002-08-11,53,25.2,21.1,4.10,7.2
2002-08-12,53,28.3,20.6,4.30,7.4
2002-08-13,63,27.5,21.6,14.30,9.1
2002-08-14,61,25.9,21.3,7.40,10.6
2002-08-15,63,26.9,21.0,15.10,11.7
2002-08-16,61,24.3,21.1,16.20,6.3
2002-08-17,55,26.4,20.6,4.60,10.3
2002-08-18,61,28.7,21.2,3.20,6.5
2002-08-19,61,27.2,22.3,3.10,8.8
2002-08-20,61,27.2,21.8,8.70,6.5
2002-08-21,63,27.7,21.3,15.50,8.4
2002-08-22,61,24.7,21.4,6.30,9.3
2002-08-23,53,27.0,21.5,2.60,10.2
2002-08-24,61,28.8,21.0,6.50,10.2
2002-08-25,63,27.2,21.2,22.10,8.7
2002-08-26,61,27.1,21.0,15.60,10.1
2002-08-27,51,27.0,21.4,0.60,8.0
2002-08-28,63,28.7,21.0,24.80,6.5
2002-08-29,61,26.7,20.9,5.10,12.0
2002-08-30,61,27.4,21.2,3.90,7.2
2002-08-31,61,29.1,21.9,3.00,6.2
2002-09-01,63,29.8,21.6,10.30,7.6
2002-09-02,53,28.9,21.6,2.60,8.5
2002-09-03,63,28.1,20.9,15.20,10.0
2002-09-04,61,27.0,21.3,10.10,11.6
2002-09-05,53,26.2,21.5,3.60,12.8
2002-09-06,65,22.2,20.8,82.60,10.5
2002-09-07,51,27.7,20.6,0.70,9.5
2002-09-08,63,26.8,21.4,16.70,7.6
2002-09-09,61,26.4,20.4,8.20,7.9
2002-09-10,51,28.2,20.6,1.80,7.9
2002-09-11,61,28.0,21.0,5.00,9.9
2002-09-12,63,26.1,21.1,21.30,5.8
2002-09-13,61,28.3,20.8,3.90,8.0
2002-09-14,63,28.6,21.4,8.50,4.7
2002-09-15,51,29.2,20.8,0.40,5.4
2002-09-16,53,29.6,21.8,0.70,7.9
2002-09-17,61,29.1,21.6,14.80,7.8
2002-09-18,55,25.0,21.6,4.40,13.0
2002-09-19,53,28.9,21.7,1.90,8.7
2002-09-20,53,30.5,21.0,1.30,8.5
2002-09-21,55,30.8,22.0,1.50,8.4
2002-09-22,55,29.5,22.2,4.20,10.4
2002-09-23,63,28.9,21.8,13.10,6.6
2002-09-24,55,28.9,20.9,4.60,7.1
2002-09-25,61,30.3,21.6,4.30,8.0
2002-09-26,61,30.6,21.3,5.10,6.3
2002-09-27,53,28.3,22.2,1.50,9.6
2002-09-28,63,28.1,21.6,7.50,10.2
2002-09-29,61,28.6,22.0,14.40,8.7
2002-09-30,63,26.6,21.7,13.20,8.8
2002-10-01,63,26.2,21.2,16.80,6.2
2002-10-02,63,25.0,20.7,13.70,7.5
2002-10-03,51,26.8,20.2,1.10,8.1
2002-10-04,53,28.2,20.7,1.80,9.2
2002-10-05,61,27.3,21.0,9.80,6.2
2002-10-06,53,27.1,21.2,3.80,6.4
2002-10-07,53,27.5,20.7,2.10,6.1
2002-10-08,53,30.9,20.6,2.50,5.5
2002-10-09,61,29.5,21.2,2.80,7.4
2002-10-10,63,28.8,22.1,9.90,8.9
2002-10-11,55,29.3,20.4,2.10,6.4
2002-10-12,51,28.8,21.6,0.80,6.6
2002-10-13,53,28.9,22.6,2.40,9.4
2002-10-14,55,29.1,22.1,3.50,8.3
2002-10-15,63,29.4,21.2,13.50,9.5
2002-10-16,63,28.3,20.9,10.30,6.1
2002-10-17,63,28.3,21.3,10.60,8.6
2002-10-18,63,28.9,20.8,10.90,7.4
2002-10-19,53,29.4,20.9,0.80,6.9
2002-10-20,3,32.0,21.4,0.00,7.4
2002-10-21,2,31.2,22.1,0.00,6.8
2002-10-22,63,29.4,22.5,7.70,6.1
2002-10-23,3,29.8,20.2,0.00,8.6
2002-10-24,63,28.9,22.1,14.60,4.5
2002-10-25,61,28.8,21.5,2.50,5.7
2002-10-26,3,30.6,22.2,0.00,5.9
2002-10-27,1,32.2,23.1,0.00,6.7
2002-10-28,3,30.7,22.1,0.00,7.1
2002-10-29,3,30.1,22.1,0.00,7.5
2002-10-30,1,31.1,22.1,0.00,5.9
2002-10-31,2,30.4,21.5,0.00,6.3
2002-11-01,1,31.1,21.2,0.00,6.8
2002-11-02,1,31.9,23.1,0.00,6.7
2002-11-03,51,30.2,22.1,0.50,9.7
2002-11-04,61,28.3,21.7,3.90,7.8
2002-11-05,63,28.4,21.3,5.50,4.4
2002-11-06,3,30.0,20.3,0.00,9.9
2002-11-07,1,33.1,19.8,0.00,6.4
2002-11-08,1,30.9,21.3,0.00,8.7
2002-11-09,51,27.6,22.2,0.10,8.8
2002-11-10,3,30.3,22.5,0.00,5.6
2002-11-11,3,30.8,19.9,0.00,9.0
2002-11-12,1,31.9,20.3,0.00,6.6
2002-11-13,0,32.1,19.2,0.00,7.3
2002-11-14,1,30.8,22.5,0.00,7.8
2002-11-15,3,32.1,21.1,0.00,5.6
2002-11-16,0,33.2,20.4,0.00,8.1
2002-11-17,1,31.9,21.5,0.00,7.3
2002-11-18,0,32.1,22.3,0.00,6.1
2002-11-19,0,31.5,23.9,0.00,6.4
2002-11-20,1,32.0,21.5,0.00,5.5
2002-11-21,1,32.6,20.5,0.00,7.4
2002-11-22,1,32.1,19.9,0.00,7.3
2002-11-23,1,33.5,20.6,0.00,5.2
2002-11-24,0,34.4,21.9,0.00,9.7
2002-11-25,2,31.6,20.6,0.00,6.6
2002-11-26,2,32.1,21.5,0.00,5.8
2002-11-27,0,33.3,19.9,0.00,4.6
2002-11-28,1,33.2,21.1,0.00,7.9
2002-11-29,1,33.5,20.9,0.00,6.3
2002-11-30,1,33.9,22.9,0.00,8.7
2002-12-01,1,32.9,21.7,0.00,7.4
2002-12-02,51,32.7,21.6,0.20,7.1
2002-12-03,51,32.2,23.4,0.10,5.4
2002-12-04,1,33.8,21.4,0.00,6.2
2002-12-05,51,30.8,23.2,0.70,7.0
2002-12-06,51,32.5,23.6,0.10,6.6
2002-12-07,1,33.3,23.6,0.00,6.9
2002-12-08,1,34.0,23.8,0.00,7.3
2002-12-09,2,33.9,23.2,0.00,8.7
2002-12-10,1,34.1,22.7,0.00,6.5
2002-12-11,1,34.8,22.8,0.00,5.9
2002-12-12,1,35.2,24.5,0.00,7.9
2002-12-13,2,34.2,23.4,0.00,8.7
2002-12-14,1,35.6,21.1,0.00,11.4
2002-12-15,0,35.8,23.6,0.00,15.0
2002-12-16,0,34.4,23.2,0.00,17.8
2002-12-17,0,33.9,21.0,0.00,11.4
2002-12-18,1,34.8,20.9,0.00,10.7
2002-12-19,1,35.7,22.7,0.00,12.8
2002-12-20,1,34.4,22.3,0.00,11.9
2002-12-21,1,33.7,21.4,0.00,10.8
2002-12-22,1,33.7,21.6,0.00,13.7
2002-12-23,1,33.0,21.1,0.00,14.4
2002-12-24,1,33.0,19.8,0.00,13.3
2002-12-25,1,32.7,19.8,0.00,13.4
2002-12-26,0,32.6,19.5,0.00,14.0
2002-12-27,0,32.7,18.7,0.00,11.9
2002-12-28,0,33.2,18.9,0.00,11.0
2002-12-29,0,34.3,19.8,0.00,11.7
2002-12-30,0,34.4,20.8,0.00,12.4
2002-12-31,0,34.7,20.4,0.00,11.6
2003-01-01,1,33.8,20.3,0.00,12.6
2003-01-02,0,34.0,20.6,0.00,13.4
2003-01-03,1,34.0,20.2,0.00,13.0
2003-01-04,0,34.4,20.5,0.00,13.5
2003-01-05,0,34.1,18.6,0.00,7.6
2003-01-06,1,34.9,19.3,0.00,8.4
2003-01-07,0,34.9,19.3,0.00,11.2
2003-01-08,1,34.4,19.7,0.00,10.4
2003-01-09,0,34.8,20.6,0.00,7.6
2003-01-10,0,34.7,21.2,0.00,7.1
2003-01-11,51,33.3,22.8,0.10,7.3
2003-01-12,1,35.8,23.7,0.00,8.3
2003-01-13,1,34.7,25.0,0.00,8.7
2003-01-14,2,34.9,22.0,0.00,10.2
2003-01-15,51,33.1,23.4,0.30,8.4
2003-01-16,0,35.2,23.5,0.00,5.7
2003-01-17,0,35.6,22.3,0.00,7.0
2003-01-18,1,34.1,22.2,0.00,6.6
2003-01-19,1,35.1,22.0,0.00,7.5
2003-01-20,2,34.0,23.1,0.00,7.6
2003-01-21,51,31.9,23.6,0.20,8.0
2003-01-22,53,32.0,22.6,1.50,6.0
2003-01-23,1,33.5,23.2,0.00,9.5
2003-01-24,51,34.0,22.0,0.20,7.6
2003-01-25,2,32.1,24.4,0.00,7.7
2003-01-26,1,34.3,22.7,0.00,6.8
2003-01-27,2,33.7,23.3,0.00,8.2
2003-01-28,1,34.2,23.2,0.00,9.0
2003-01-29,51,29.6,22.7,1.80,10.5
2003-01-30,1,33.8,23.7,0.00,7.6
2003-01-31,1,36.6,21.8,0.00,7.4
2003-02-01,1,36.7,22.5,0.00,9.0
2003-02-02,1,37.4,23.5,0.00,9.0
2003-02-03,1,38.6,25.7,0.00,14.1
2003-02-04,1,35.9,24.3,0.00,13.6
2003-02-05,0,36.2,21.0,0.00,11.5
2003-02-06,0,36.8,22.5,0.00,8.7
2003-02-07,0,38.1,23.4,0.00,10.5
2003-02-08,1,37.0,23.6,0.00,10.6
2003-02-09,0,35.2,21.4,0.00,8.7
2003-02-10,1,35.9,23.2,0.00,7.7
2003-02-11,1,35.2,24.5,0.00,9.2
2003-02-12,1,35.4,24.6,0.00,11.0
2003-02-13,1,35.7,23.7,0.00,7.9
2003-02-14,1,36.1,24.2,0.00,10.1
2003-02-15,1,35.7,24.8,0.00,8.4
2003-02-16,51,35.7,25.3,0.30,13.0
2003-02-17,53,32.7,25.3,0.70,15.0
2003-02-18,2,35.7,24.7,0.00,9.5
2003-02-19,53,36.9,25.4,1.20,9.9
2003-02-20,51,35.1,24.8,0.30,8.1
2003-02-21,51,34.7,25.1,0.30,10.1
2003-02-22,51,36.7,25.6,0.10,13.9
2003-02-23,1,36.5,23.9,0.00,8.9
2003-02-24,1,35.8,23.5,0.00,10.4
2003-02-25,3,34.8,24.4,0.00,11.3
2003-02-26,1,37.1,24.1,0.00,10.4
2003-02-27,1,36.3,24.4,0.00,12.0
2003-02-28,53,35.7,24.1,0.50,7.9
2003-03-01,1,36.3,24.0,0.00,10.1
2003-03-02,2,36.1,23.8,0.00,10.2
2003-03-03,1,37.2,24.3,0.00,13.9
2003-03-04,1,36.5,24.1,0.00,12.5
2003-03-05,1,37.2,24.5,0.00,11.6
2003-03-06,1,35.4,23.7,0.00,9.0
2003-03-07,53,35.9,26.3,1.70,9.0
2003-03-08,1,36.8,24.1,0.00,7.1
2003-03-09,2,35.5,24.3,0.00,10.0
2003-03-10,1,36.0,24.4,0.00,8.7
2003-03-11,55,34.5,25.8,1.10,10.2
2003-03-12,2,35.5,24.8,0.00,10.5
2003-03-13,1,36.8,25.2,0.00,12.4
2003-03-14,1,37.4,25.2,0.00,12.9
2003-03-15,1,36.3,25.4,0.00,14.3
2003-03-16,1,36.0,25.6,0.00,7.7
2003-03-17,1,36.5,26.0,0.00,7.2
2003-03-18,1,37.2,25.2,0.00,8.9
2003-03-19,53,37.5,26.1,0.90,9.2
2003-03-20,61,34.3,25.1,2.10,14.7
2003-03-21,2,34.9,24.3,0.00,9.2
2003-03-22,1,36.0,24.8,0.00,12.2
2003-03-23,1,34.6,24.3,0.00,11.2
2003-03-24,1,39.1,25.0,0.00,12.1
2003-03-25,51,35.1,25.0,0.10,11.5
2003-03-26,2,36.2,24.8,0.00,12.2
2003-03-27,55,34.5,25.4,1.40,11.5
2003-03-28,2,37.2,25.1,0.00,6.5
2003-03-29,1,36.5,24.8,0.00,12.5
2003-03-30,61,35.7,25.3,1.90,10.1
2003-03-31,0,38.0,24.6,0.00,6.6
2003-04-01,1,37.0,24.1,0.00,10.2
2003-04-02,2,35.1,24.8,0.00,17.0
2003-04-03,2,35.0,24.3,0.00,14.0
2003-04-04,3,33.8,24.6,0.00,11.7
2003-04-05,63,35.4,25.1,11.40,11.9
2003-04-06,63,33.1,23.8,14.00,9.4
2003-04-07,63,34.2,23.4,14.20,10.5
2003-04-08,3,34.0,24.0,0.00,11.4
2003-04-09,51,33.2,24.4,0.20,16.7
2003-04-10,3,31.0,24.6,0.00,14.2
2003-04-11,51,35.0,24.6,0.30,11.9
2003-04-12,51,31.0,25.2,1.00,12.8
2003-04-13,2,34.9,24.4,0.00,12.1
2003-04-14,53,32.3,24.8,1.60,14.0
2003-04-15,3,31.3,23.6,0.00,13.7
2003-04-16,61,33.6,24.0,3.80,9.5
2003-04-17,51,30.5,24.1,0.70,6.7
2003-04-18,63,30.4,24.9,5.90,11.7
2003-04-19,53,27.2,23.7,3.20,12.0
2003-04-20,51,32.1,22.0,0.40,11.2
2003-04-21,53,32.1,23.6,0.70,9.2
2003-04-22,3,34.4,23.2,0.00,11.0
2003-04-23,1,34.2,24.5,0.00,11.1
2003-04-24,51,33.2,24.7,0.80,10.9
2003-04-25,2,34.0,25.0,0.00,9.3
2003-04-26,63,33.0,25.2,4.80,12.3
2003-04-27,3,32.2,24.2,0.00,10.8
2003-04-28,2,33.4,24.7,0.00,10.6
2003-04-29,2,34.0,24.4,0.00,10.7
2003-04-30,2,34.8,24.3,0.00,10.7
2003-05-01,2,34.9,24.1,0.00,12.1
2003-05-02,1,34.9,23.3,0.00,10.8
2003-05-03,1,34.6,23.4,0.00,8.8
2003-05-04,1,35.2,23.7,0.00,12.9
2003-05-05,1,34.7,24.5,0.00,13.1
2003-05-06,51,33.6,24.8,0.10,14.8
2003-05-07,2,34.2,24.4,0.00,12.1
2003-05-08,1,35.9,25.1,0.00,11.5
2003-05-09,2,35.1,25.4,0.00,12.1
2003-05-10,2,35.6,25.1,0.00,12.7
2003-05-11,2,35.0,25.6,0.00,14.7
2003-05-12,51,34.0,24.7,0.40,17.6
2003-05-13,51,33.2,24.5,0.30,17.2
2003-05-14,3,33.6,23.8,0.00,12.2
2003-05-15,51,35.1,24.9,0.10,10.9
2003-05-16,51,33.7,25.4,0.10,11.6
2003-05-17,51,31.9,25.2,0.10,13.2
2003-05-18,51,32.6,25.5,0.70,9.5
2003-05-19,51,32.0,25.3,1.10,10.4
2003-05-20,3,31.0,24.6,0.00,10.8
2003-05-21,3,33.5,24.8,0.00,9.7
2003-05-22,53,33.0,25.4,0.90,10.0
2003-05-23,55,33.2,24.6,1.10,14.4
2003-05-24,51,33.1,24.9,0.30,12.5
2003-05-25,63,32.2,23.1,9.80,15.0
2003-05-26,55,29.3,23.0,2.00,8.2
2003-05-27,63,32.1,24.1,6.00,6.4
2003-05-28,63,29.4,23.1,14.40,9.2
2003-05-29,61,28.3,22.4,10.50,6.9
2003-05-30,55,29.0,22.8,5.00,8.0
2003-05-31,51,30.3,22.9,1.00,6.6
2003-06-01,63,29.7,23.0,10.70,12.2
2003-06-02,63,28.1,22.6,6.60,8.4
2003-06-03,63,28.7,22.8,11.20,7.3
2003-06-04,61,30.1,21.9,4.70,6.0
2003-06-05,63,29.6,22.5,23.10,9.0
2003-06-06,63,29.1,21.9,12.90,8.9
2003-06-07,51,30.0,22.8,0.40,6.9
2003-06-08,63,29.5,23.2,9.40,8.0
2003-06-09,63,29.5,22.4,8.50,10.3
2003-06-10,63,27.5,22.3,13.00,15.1
2003-06-11,51,28.1,22.2,0.50,9.8
2003-06-12,53,28.9,22.0,5.00,7.3
2003-06-13,61,29.4,22.1,5.20,7.0
2003-06-14,51,29.6,22.1,0.10,7.6
2003-06-15,63,29.3,22.8,9.60,9.0
2003-06-16,53,28.8,22.9,1.90,9.2
2003-06-17,61,28.7,22.2,5.90,10.9
2003-06-18,55,29.2,22.0,1.80,9.8
2003-06-19,61,29.0,22.4,4.40,7.1
2003-06-20,51,28.7,22.8,0.60,9.0
2003-06-21,61,29.0,22.1,10.00,7.4
2003-06-22,63,27.2,22.0,6.80,9.5
2003-06-23,55,27.9,21.5,5.40,10.8
2003-06-24,61,22.8,21.4,22.10,4.9
2003-06-25,61,27.7,21.4,5.70,9.2
2003-06-26,51,27.7,21.1,0.80,9.8
2003-06-27,53,28.7,21.4,2.10,8.0
2003-06-28,63,27.9,21.8,13.30,8.4
2003-06-29,51,28.0,21.2,1.50,10.4
2003-06-30,53,28.0,21.6,2.10,9.0
2003-07-01,63,28.9,22.1,6.80,8.7
2003-07-02,61,27.4,21.9,12.80,11.0
2003-07-03,63,27.3,21.2,14.40,11.2
2003-07-04,51,27.1,21.1,0.40,9.0
2003-07-05,3,28.9,20.6,0.00,8.8
2003-07-06,3,28.3,20.7,0.00,10.7
2003-07-07,63,26.6,21.8,14.70,10.4
2003-07-08,53,27.7,20.7,3.30,10.4
2003-07-09,61,25.8,21.5,14.10,6.1
2003-07-10,61,26.2,20.6,6.80,8.4
2003-07-11,51,27.2,20.8,1.90,9.7
2003-07-12,53,27.8,21.4,3.70,6.5
2003-07-13,61,27.1,21.6,4.50,6.9
2003-07-14,61,28.3,20.6,4.70,5.6
2003-07-15,63,28.8,20.5,14.50,7.4
2003-07-16,63,27.4,20.9,11.20,8.9
2003-07-17,53,28.7,21.7,2.50,10.3
2003-07-18,53,27.6,21.7,0.90,10.4
2003-07-19,63,24.8,21.1,13.80,11.5
2003-07-20,53,25.5,21.1,7.90,11.9
2003-07-21,53,23.3,20.8,5.80,12.1
2003-07-22,51,27.4,20.3,1.90,10.0
2003-07-23,61,28.1,21.7,7.90,10.4
2003-07-24,63,26.2,21.2,8.90,7.9
2003-07-25,61,28.3,21.5,7.20,7.8
2003-07-26,63,29.0,22.2,12.20,8.3
2003-07-27,51,28.4,22.1,1.40,9.7
2003-07-28,55,28.3,22.2,5.20,9.6
2003-07-29,53,28.8,22.1,1.40,9.6
2003-07-30,51,28.2,23.1,1.40,8.2
2003-07-31,61,27.6,21.9,3.30,12.2
2003-08-01,61,24.7,21.1,10.90,7.6
2003-08-02,53,26.3,20.9,5.00,7.7
2003-08-03,53,27.9,21.1,2.50,7.9
2003-08-04,53,27.9,21.7,3.90,10.1
2003-08-05,63,25.2,20.9,12.50,8.9
2003-08-06,53,26.0,20.8,4.40,13.0
2003-08-07,51,28.3,21.2,1.30,9.5
2003-08-08,51,29.8,21.8,0.70,5.8
2003-08-09,63,29.2,21.5,10.60,5.4
2003-08-10,63,26.5,21.5,10.40,7.3
2003-08-11,55,27.9,21.4,4.00,9.4
2003-08-12,61,28.4,21.4,9.60,6.8
2003-08-13,63,27.6,21.2,20.50,8.7
2003-08-14,63,28.3,21.4,10.60,9.6
2003-08-15,61,28.2,21.1,8.70,8.0
2003-08-16,63,27.0,21.6,8.80,11.4
2003-08-17,55,26.3,21.4,3.90,11.7
2003-08-18,63,25.5,21.3,18.80,9.6
2003-08-19,63,26.7,20.9,20.70,10.4
2003-08-20,55,27.2,21.3,4.10,13.7
2003-08-21,61,26.3,21.5,8.00,13.5
2003-08-22,63,24.8,21.3,23.90,6.6
2003-08-23,63,27.3,21.0,6.60,10.6
2003-08-24,51,26.8,21.3,1.30,10.6
2003-08-25,53,26.5,21.7,2.70,9.7
2003-08-26,51,26.0,22.1,0.70,9.6
2003-08-27,61,27.9,21.4,8.20,7.9
2003-08-28,63,23.2,21.0,23.90,5.1
2003-08-29,63,25.6,20.4,5.90,10.5
2003-08-30,63,27.1,21.2,8.00,9.6
2003-08-31,63,27.7,21.3,10.30,7.9
2003-09-01,61,27.8,21.3,8.40,8.8
2003-09-02,63,26.2,21.1,14.30,9.7
2003-09-03,61,25.0,21.0,16.70,6.8
2003-09-04,61,28.1,21.0,9.70,6.2
2003-09-05,51,28.4,21.1,1.50,9.7
2003-09-06,61,26.9,21.4,3.30,11.0
2003-09-07,61,27.0,21.2,8.50,8.2
2003-09-08,63,26.4,20.7,14.30,6.5
2003-09-09,53,29.2,21.2,1.40,6.4
2003-09-10,51,29.4,21.2,1.00,7.9
2003-09-11,61,30.4,21.4,10.90,7.9
2003-09-12,61,24.2,20.9,16.40,11.1
2003-09-13,51,27.6,21.2,1.00,10.5
2003-09-14,51,28.6,21.4,0.20,6.6
2003-09-15,53,29.1,21.7,1.30,6.6
2003-09-16,51,28.9,22.0,1.10,8.5
2003-09-17,63,28.8,21.7,11.10,10.0
2003-09-18,61,26.9,21.8,7.60,7.6
2003-09-19,63,26.0,21.4,10.70,8.0
2003-09-20,51,28.0,21.2,0.80,6.4
2003-09-21,63,29.5,21.3,16.50,7.3
2003-09-22,61,28.2,20.8,3.40,7.7
2003-09-23,63,29.9,22.0,12.00,7.9
2003-09-24,63,29.2,20.6,5.40,6.9
2003-09-25,55,31.5,21.3,2.40,7.4
2003-09-26,61,29.3,21.1,5.50,8.5
2003-09-27,53,27.7,21.2,3.70,7.2
2003-09-28,55,29.4,20.7,1.80,6.4
2003-09-29,63,30.5,20.8,14.10,8.0
2003-09-30,63,29.0,21.4,12.60,8.4
2003-10-01,61,28.3,21.5,8.30,5.8
2003-10-02,53,29.7,21.2,1.10,7.7
2003-10-03,63,30.5,22.2,10.20,8.4
2003-10-04,63,29.9,21.7,10.50,6.1
2003-10-05,63,27.4,21.2,11.60,7.3
2003-10-06,61,28.5,21.6,2.10,7.8
2003-10-07,51,31.4,21.3,0.60,7.3
2003-10-08,53,30.4,22.0,1.40,6.9
2003-10-09,51,30.4,22.2,0.70,6.4
2003-10-10,61,29.9,22.1,3.50,7.5
2003-10-11,53,29.0,22.3,2.60,10.3
2003-10-12,63,28.6,22.2,5.90,8.7
2003-10-13,63,27.9,22.3,11.00,8.4
2003-10-14,61,27.0,21.6,6.20,5.8
2003-10-15,63,28.7,21.4,9.30,9.8
2003-10-16,63,28.1,22.0,3.30,7.7
2003-10-17,53,29.2,21.0,0.90,7.6
2003-10-18,61,30.9,21.0,3.00,6.1
2003-10-19,51,31.7,20.9,0.40,8.0
2003-10-20,51,31.5,21.9,0.30,5.1
2003-10-21,53,31.4,22.6,1.30,7.8
2003-10-22,61,30.1,22.4,2.80,6.4
2003-10-23,63,30.0,22.3,6.40,6.3
2003-10-24,51,29.8,22.0,0.70,11.3
2003-10-25,55,30.4,22.1,2.50,8.4
2003-10-26,51,30.4,22.5,0.40,4.9
2003-10-27,51,29.3,21.9,1.80,6.0
2003-10-28,1,33.4,21.6,0.00,8.4
2003-10-29,53,29.8,23.0,0.60,9.4
2003-10-30,53,30.0,22.6,1.30,6.7
2003-10-31,61,29.0,22.3,3.60,6.2
2003-11-01,63,30.5,21.0,8.80,5.9
2003-11-02,61,31.2,22.8,1.80,5.4
2003-11-03,55,30.8,21.8,2.30,7.9
2003-11-04,51,30.9,21.8,0.20,8.9
2003-11-05,2,30.6,21.4,0.00,5.7
2003-11-06,51,30.7,21.1,0.60,7.9
2003-11-07,61,30.2,22.0,2.90,8.5
2003-11-08,63,29.8,21.8,10.70,6.4
2003-11-09,3,30.7,22.8,0.00,8.2
2003-11-10,51,29.9,22.3,0.20,7.2
2003-11-11,1,31.5,20.6,0.00,5.0
2003-11-12,1,30.9,20.8,0.00,7.3
2003-11-13,2,31.2,22.5,0.00,6.9
2003-11-14,2,29.8,22.7,0.00,6.5
2003-11-15,1,32.4,23.4,0.00,8.3
2003-11-16,1,33.5,21.6,0.00,12.9
2003-11-17,1,32.0,22.3,0.00,5.9
2003-11-18,1,33.8,21.0,0.00,9.4
2003-11-19,1,34.3,22.0,0.00,13.7
2003-11-20,1,34.0,22.2,0.00,14.1
2003-11-21,1,31.7,19.2,0.00,8.9
2003-11-22,1,32.7,20.2,0.00,8.6
2003-11-23,0,32.4,19.8,0.00,6.0
2003-11-24,1,33.5,20.8,0.00,7.2
2003-11-25,1,34.5,21.0,0.00,9.4
2003-11-26,2,31.5,21.5,0.00,6.6
2003-11-27,1,32.0,21.6,0.00,7.1
2003-11-28,2,31.4,21.7,0.00,5.6
2003-11-29,1,33.8,21.4,0.00,6.2
2003-11-30,0,33.2,20.4,0.00,5.6
2003-12-01,1,33.3,22.0,0.00,6.2
2003-12-02,1,34.4,22.5,0.00,8.8
2003-12-03,1,34.3,20.7,0.00,7.2
2003-12-04,1,34.2,21.7,0.00,7.5
2003-12-05,1,34.1,21.9,0.00,9.6
2003-12-06,0,34.3,21.2,0.00,11.2
2003-12-07,1,35.2,21.9,0.00,16.6
2003-12-08,0,33.7,21.1,0.00,15.9
2003-12-09,1,33.2,17.7,0.00,9.0
2003-12-10,1,33.6,18.8,0.00,9.3
2003-12-11,0,33.6,19.0,0.00,7.0
2003-12-12,1,34.4,20.2,0.00,7.2
2003-12-13,1,33.9,20.9,0.00,6.3
2003-12-14,3,32.6,21.5,0.00,8.7
2003-12-15,2,33.6,21.9,0.00,6.4
2003-12-16,1,33.6,21.7,0.00,9.0
2003-12-17,1,33.9,21.7,0.00,8.8
2003-12-18,0,35.6,22.6,0.00,11.1
2003-12-19,1,35.6,23.4,0.00,12.7
2003-12-20,1,33.9,23.0,0.00,10.4
2003-12-21,1,34.5,22.2,0.00,11.4
2003-12-22,1,35.0,22.1,0.00,13.3
2003-12-23,0,34.5,21.3,0.00,10.0
2003-12-24,1,33.8,20.4,0.00,9.4
2003-12-25,1,33.9,21.8,0.00,8.4
2003-12-26,0,34.3,22.3,0.00,12.1
2003-12-27,1,34.5,21.5,0.00,13.1
2003-12-28,1,34.4,20.5,0.00,8.5
2003-12-29,1,35.4,19.4,0.00,7.5
2003-12-30,1,35.4,20.3,0.00,9.3
2003-12-31,0,34.9,21.4,0.00,9.7
2004-01-01,0,35.3,21.9,0.00,10.0
2004-01-02,0,35.0,21.6,0.00,11.7
2004-01-03,1,35.3,24.8,0.00,5.4
2004-01-04,0,37.1,22.5,0.00,7.6
2004-01-05,0,36.5,23.4,0.00,6.8
2004-01-06,1,37.4,23.3,0.00,8.7
2004-01-07,1,35.8,23.3,0.00,11.0
2004-01-08,1,35.1,23.9,0.00,12.4
2004-01-09,1,35.4,22.6,0.00,11.1
2004-01-10,1,35.5,22.5,0.00,11.4
2004-01-11,0,35.2,21.4,0.00,9.4
2004-01-12,1,35.0,21.8,0.00,10.8
2004-01-13,1,34.3,21.9,0.00,13.0
2004-01-14,1,34.7,21.2,0.00,10.6
2004-01-15,1,34.6,20.2,0.00,8.9
